CloneID	Chromosome	Start	End	Case1.test	Case1.ref
A_14_P102260	01	54036972	54037031	788	389
A_14_P102261	07	75043657	75043716	367	132
A_14_P102262	12	95174640	95174699	775	329
A_14_P102263	18	61786269	61786328	600.5	291
A_14_P102265	12	119208026	119208085	1079	416
A_14_P102266	04	82670150	82670209	622	417
A_14_P102267	06	2820333	2820392	427	234
A_14_P102268	18	26082602	26082661	485	273
A_14_P102269	11	46755568	46755627	695	370
A_14_P102270	06	132934133	132934192	676	453
A_14_P102271	05	133937856	133937915	669.5	360.5
A_14_P102272	03	63859141	63859199	333.5	218
A_14_P102273	02	152817508	152817567	1209	550
A_14_P102274	07	149928755	149928800	862	508
A_14_P102275	X	67679259	67679318	277.5	214
A_14_P102276	14	57284472	57284531	268	181
A_14_P102277	11	63755688	63755742	453	276.5
A_14_P102278	12	1712423	1712482	468	191
A_14_P102279	X	48214697	48214756	427.5	372
A_14_P102280	02	230237269	230237328	499	243.5
A_14_P102281	20	32335985	32336044	315	167.5
A_14_P102282	05	158682631	158682690	622	412
A_14_P102284	05	150841504	150841563	755.5	399.5
A_14_P102285	09	29447747	29447806	443	279
A_14_P102286	19	46584622	46584680	465	247.5
A_14_P102287	19	54131349	54131400	665.5	338.5
A_14_P102288	10	49955253	49955306	254	151
A_14_P102289	06	153165541	153165600	226	132
A_14_P102290	09	132781328	132781387	422.5	233
A_14_P102293	16	47761263	47761322	479	270
A_14_P102294	10	126880417	126880476	189	143
A_14_P102295	11	7573062	7573121	266	171
A_14_P102297	11	7972737	7972796	677	422
A_14_P102298	11	12204267	12204326	243	152
A_14_P102299	22	28963064	28963123	530	343
A_14_P102300	18	3593058	3593115	405	226
A_14_P102302	01	27826297	27826356	389	187.5
A_14_P102303	01	179994538	179994597	529	302
A_14_P102304	12	8742667	8742726	616	232.5
A_14_P102305	19	5783884	5783928	389.5	230
A_14_P102306	20	3729997	3730050	722	363
A_14_P102308	04	130278522	130278581	463	344
A_14_P102309	09	120333226	120333285	415	244
A_14_P102310	14	22494122	22494175	633	377
A_14_P102311	17	59271234	59271293	653	315
A_14_P102312	16	68751390	68751443	442	377
A_14_P102313	14	66872608	66872667	684	429
A_14_P102314	12	2428400	2428459	802	323
A_14_P102315	11	43793540	43793599	324	216
A_14_P102317	01	52232884	52232942	413	188.5
A_14_P102318	19	11455241	11455291	876.5	496
A_14_P102319	06	87302451	87302510	498	259
A_14_P102320	03	37495126	37495185	566	351
A_14_P102321	03	110032261	110032320	430	242
A_14_P102322	18	43192509	43192568	464	218.5
A_14_P102323	05	121870877	121870936	679	424
A_14_P102324	07	115965745	115965799	287	158
A_14_P102325	02	176784359	176784418	405	223
A_14_P102328	10	22652649	22652708	343	226
A_14_P102329	05	132971627	132971686	506.5	312
A_14_P102330	07	32371755	32371814	317	171.5
A_14_P102331	22	33436765	33436824	600.5	306
A_14_P102332	12	9053548	9053607	624	242
A_14_P102333	X	128673179	128673235	253.5	180
A_14_P102334	08	130984734	130984787	636.5	374
A_14_P102335	12	107490825	107490884	715	331
A_14_P102336	12	119163454	119163513	431	200
A_14_P102337	06	25677110	25677169	254.5	177.5
A_14_P102338	19	54177412	54177461	813.5	523.5
A_14_P102339	05	126821336	126821395	397	244
A_14_P102340	01	118132132	118132191	621	274
A_14_P102341	01	223443324	223443383	916	477.5
A_14_P102342	18	60546453	60546512	594.5	274.5
A_14_P102343	03	38805485	38805544	433	280
A_14_P102344	05	117365859	117365918	557	327
A_14_P102345	06	84289863	84289922	256	146
A_14_P102346	06	30968329	30968386	558	393
A_14_P102347	02	235657302	235657361	1180	519
A_14_P102348	12	4892197	4892251	715	362
A_14_P102349	04	1235568	1235623	540.5	314
A_14_P102350	03	185587937	185587982	318	160.5
A_14_P102351	21	42480546	42480605	425	262
A_14_P102352	12	93968836	93968895	460.5	196
A_14_P102353	06	90560607	90560666	450	257
A_14_P102354	06	30819633	30819677	437	272
A_14_P102355	06	94349214	94349273	327	210
A_14_P102356	11	96616955	96617014	714.5	451
A_14_P102357	19	17191548	17191602	543	292.5
A_14_P102360	20	20174821	20174880	482.5	213.5
A_14_P102361	03	57586349	57586408	692	430
A_14_P102362	14	33942749	33942808	590	420
A_14_P102363	10	69347447	69347506	151	100.5
A_14_P102364	08	110334887	110334946	443	246.5
A_14_P102365	X	138648701	138648760	587	396
A_14_P102366	03	123231691	123231750	514	316
A_14_P102367	08	28701290	28701349	267	132
A_14_P102369	01	56798354	56798413	514	269
A_14_P102370	14	82488105	82488164	226	167
A_14_P102371	04	53218612	53218671	347.5	201
A_14_P102372	15	39012944	39013003	1748.5	987
A_14_P102374	22	22547593	22547652	267	164
A_14_P102375	10	34925193	34925252	381	247.5
A_14_P102376	01	166773414	166773473	884.5	495
A_14_P102377	11	122500658	122500717	570	357.5
A_14_P102378	15	29515297	29515356	1173	671
A_14_P102379	10	11543830	11543889	385	310.5
A_14_P102380	17	26782960	26783013	686	268.5
A_14_P102381	14	69230441	69230500	299	189.5
A_14_P102382	15	47655530	47655589	719	392
A_14_P102384	09	120658292	120658351	739	405.5
A_14_P102385	01	147826899	147826957	964	489.5
A_14_P102386	08	30661222	30661281	403	221
A_14_P102387	08	22555482	22555535	423	237
A_14_P102388	04	15905543	15905591	989	557.5
A_14_P102389	17	61328722	61328781	727.5	269
A_14_P102390	18	64656931	64656990	991	512
A_14_P102391	20	30897918	30897977	467	224
A_14_P102392	19	50886531	50886589	992.5	576.5
A_14_P102393	11	18214813	18214866	529.5	323
A_14_P102394	12	1733888	1733947	791	339.5
A_14_P102395	03	53867626	53867676	611	378
A_14_P102396	14	49857933	49857987	219	144
A_14_P102397	20	321123	321182	351.5	161
A_14_P102398	09	119985235	119985294	191.5	113.5
A_14_P102399	17	8017271	8017330	1329.5	567.5
A_14_P102400	15	83137053	83137112	543.5	258
A_14_P102401	19	63464566	63464625	259	172.5
A_14_P102402	10	64896251	64896310	549	500
A_14_P102403	15	31288255	31288314	480	237.5
A_14_P102404	12	55030126	55030180	785	362
A_14_P102405	10	74721048	74721103	713	523.5
A_14_P102406	18	47589527	47589586	607	306
A_14_P102407	16	79633848	79633907	223.5	145
A_14_P102408	15	77968682	77968741	383	187
A_14_P102409	06	30566482	30566533	285.5	174.5
A_14_P102410	13	31738633	31738692	526	281
A_14_P102411	01	77518192	77518249	276	154
A_14_P102412	04	88439304	88439363	386	255
A_14_P102413	20	54313916	54313975	500	262
A_14_P102414	12	93077735	93077794	483	213
A_14_P102415	11	92349031	92349090	236.5	137.5
A_14_P102416	21	38210461	38210515	593	210.5
A_14_P102417	17	21054134	21054193	964	354
A_14_P102418	01	193756527	193756586	500	277
A_14_P102419	09	74022556	74022615	462	283
A_14_P102420	11	117613076	117613134	484	293
A_14_P102421	11	124303180	124303239	322	172
A_14_P102422	11	107023380	107023439	387.5	254
A_14_P102423	04	32760669	32760728	522	344
A_14_P102424	21	29366702	29366761	486	309
A_14_P102427	03	43378105	43378164	563	317.5
A_14_P102428	13	108097358	108097417	405.5	242
A_14_P102429	01	169291783	169291842	380	207
A_14_P102430	05	111506045	111506104	635	354
A_14_P102431	10	43603589	43603648	203	140.5
A_14_P102433	19	50323207	50323266	677	356
A_14_P102434	12	122013478	122013537	715.5	285.5
A_14_P102435	16	83598745	83598804	413	255
A_14_P102436	02	114719726	114719785	319	178
A_14_P102437	18	54796347	54796406	913	427.5
A_14_P102438	20	5030776	5030835	571	288.5
A_14_P102439	07	7990043	7990102	824	413
A_14_P102440	05	10733763	10733822	484	286
A_14_P102441	02	223469035	223469094	488	230
A_14_P102442	10	56778163	56778222	496	387.5
A_14_P102443	14	94810727	94810786	718	545
A_14_P102445	03	47602549	47602608	413.5	250
A_14_P102446	05	66064482	66064541	280.5	170.5
A_14_P102447	06	38250139	38250198	330	207
A_14_P102448	07	43935311	43935370	272	149
A_14_P102449	13	57104075	57104133	317	174
A_14_P102450	20	44275733	44275792	924.5	515
A_14_P102452	01	179753901	179753960	500	255
A_14_P102453	12	10636160	10636219	1225	515
A_14_P102454	09	71773992	71774051	456.5	258.5
A_14_P102455	09	4488207	4488266	266	170
A_14_P102456	02	46694326	46694385	662	318
A_14_P102457	01	214749887	214749946	714	362
A_14_P102458	15	59603812	59603871	377	186.5
A_14_P102459	12	41160068	41160127	429	194
A_14_P102460	17	55395410	55395469	875	359
A_14_P102461	03	88272106	88272165	443	275.5
A_14_P102462	11	106968853	106968912	206	149.5
A_14_P102463	22	23692593	23692652	573	356
A_14_P102464	14	24348800	24348859	151	98
A_14_P102465	21	46558393	46558444	352	203
A_14_P102466	16	69714842	69714901	408.5	267
A_14_P102467	14	87795216	87795275	587	494
A_14_P102468	12	6058456	6058515	429	176
A_14_P102469	03	101598955	101599014	612.5	336
A_14_P102470	14	62805882	62805941	511	372
A_14_P102471	01	84322200	84322255	320.5	178.5
A_14_P102472	19	3447432	3447478	342	193
A_14_P102473	16	23364649	23364708	539.5	335
A_14_P102474	22	33313426	33313485	381	213
A_14_P102475	10	74836020	74836079	500	355
A_14_P102477	19	63263778	63263827	760	425.5
A_14_P102478	07	153701593	153701652	648.5	319.5
A_14_P102480	20	4482383	4482442	456	215
A_14_P102481	11	58678212	58678271	709.5	419
A_14_P102482	02	28020541	28020600	976.5	470.5
A_14_P102483	05	179674640	179674699	308	161
A_14_P102484	11	117865899	117865958	532.5	325
A_14_P102485	01	112929328	112929372	736.5	416
A_14_P102486	09	17492885	17492944	407.5	262.5
A_14_P102487	07	44195215	44195274	297	168.5
A_14_P102488	06	41358388	41358437	502	316
A_14_P102489	05	34023923	34023972	946	604
A_14_P102490	18	46290210	46290269	154	109
A_14_P102491	01	21527963	21528020	3127.5	1243.5
A_14_P102492	06	151656281	151656340	488.5	265
A_14_P102493	05	34990553	34990612	1078	673
A_14_P102495	19	17268193	17268252	642	352
A_14_P102496	08	105613316	105613375	606	370
A_14_P102497	06	38087579	38087638	312	183.5
A_14_P102498	05	39161832	39161886	336	197
A_14_P102499	16	54449840	54449891	1068	549
A_14_P102500	17	71903502	71903557	762	294
A_14_P102501	06	138236765	138236824	264.5	163.5
A_14_P102502	14	67925402	67925461	271.5	166
A_14_P102503	21	43394579	43394637	579	351
A_14_P102504	15	61385111	61385170	355	166.5
A_14_P102505	20	51390490	51390549	674	306
A_14_P102506	03	133885629	133885688	471	251
A_14_P102507	07	74873139	74873195	465.5	233.5
A_14_P102508	10	74342821	74342880	514	423
A_14_P102509	X	73461765	73461824	596.5	390
A_14_P102510	19	58717688	58717742	279	170
A_14_P102511	02	242430403	242430456	692	348
A_14_P102512	01	67557665	67557722	577	300
A_14_P102513	03	191026188	191026247	429	267
A_14_P102514	09	101528980	101529039	558	330
A_14_P102515	04	117191242	117191301	659.5	405
A_14_P102516	05	82033130	82033189	348	222
A_14_P102517	03	152126988	152127047	410.5	257.5
A_14_P102518	11	62504468	62504527	396	204
A_14_P102519	02	202317641	202317700	183.5	100.5
A_14_P102520	09	19040855	19040914	504	277
A_14_P102521	11	94293907	94293966	543	320
A_14_P102522	02	186815081	186815140	690	374
A_14_P102523	01	143010599	143010658	620	322
A_14_P102524	17	3576192	3576251	1035	353
A_14_P102525	20	3012645	3012691	484.5	253
A_14_P102526	17	10781445	10781504	811	372
A_14_P102527	07	106435863	106435922	500	207
A_14_P102528	03	160023140	160023199	1839	1069
A_14_P102529	22	21582783	21582842	721.5	409
A_14_P102530	X	107454066	107454125	337.5	246
A_14_P102531	13	43365956	43366015	548.5	294.5
A_14_P102532	01	172582282	172582341	223.5	121
A_14_P102533	14	19994923	19994982	674	463
A_14_P102534	06	104921861	104921920	472.5	316.5
A_14_P102535	07	90392007	90392066	750.5	385
A_14_P102536	06	5943381	5943440	193	122
A_14_P102537	01	2313374	2313433	590.5	260.5
A_14_P102538	01	151925424	151925482	491	264
A_14_P102539	09	72784675	72784734	511.5	310.5
A_14_P102540	15	64575506	64575565	335	161.5
A_14_P102541	19	18045429	18045488	340	197
A_14_P102542	01	54775620	54775679	759.5	338.5
A_14_P102543	19	62286843	62286902	779	420
A_14_P102544	17	12803007	12803061	1513.5	724.5
A_14_P102545	12	58438612	58438671	1107	466
A_14_P102546	16	60934786	60934845	579	260
A_14_P102547	15	25979121	25979180	407	229
A_14_P102548	09	5536660	5536719	675	417
A_14_P102549	01	223811433	223811492	327	182
A_14_P102550	15	44981117	44981176	303	175
A_14_P102551	20	60769886	60769945	685	312
A_14_P102552	08	67581280	67581339	640	381
A_14_P102553	12	50177526	50177585	463	220
A_14_P102554	03	9842233	9842283	936	609
A_14_P102555	12	21152676	21152735	793	350
A_14_P102556	01	11665568	11665624	757.5	331
A_14_P102557	18	68950727	68950786	591	310
A_14_P102558	17	53388468	53388527	1016.5	342.5
A_14_P102559	05	81354647	81354706	494	274.5
A_14_P102560	17	61522817	61522876	807.5	328.5
A_14_P102561	18	53401391	53401450	658	257
A_14_P102562	01	77459258	77459317	204	129
A_14_P102563	13	109936804	109936863	500	300.5
A_14_P102564	X	147630015	147630074	645	437
A_14_P102565	05	101655043	101655102	519.5	339
A_14_P102566	07	102788068	102788127	1130	483
A_14_P102567	11	34457136	34457195	226	138.5
A_14_P102568	X	54105989	54106048	453	366
A_14_P102569	12	5973891	5973944	579	295
A_14_P102570	19	46824038	46824097	456	248.5
A_14_P102571	06	127560523	127560582	340	179
A_14_P102572	X	79855376	79855435	524	400
A_14_P102573	15	54855502	54855561	630	291.5
A_14_P102574	X	120199784	120199843	538	436.5
A_14_P102575	04	146438016	146438075	553	380
A_14_P102576	19	10978420	10978479	818	519
A_14_P102577	13	86778557	86778616	504	327.5
A_14_P102578	11	60235299	60235358	225	150
A_14_P102579	15	63672878	63672936	471	199
A_14_P102580	14	75353524	75353583	245.5	166.5
A_14_P102581	09	76303218	76303277	624	392
A_14_P102582	13	95895316	95895375	613.5	394
A_14_P102583	X	53610716	53610775	158	87
A_14_P102584	17	45911612	45911671	449	248.5
A_14_P102585	04	117422491	117422550	396	274
A_14_P102586	01	14355063	14355122	511	214
A_14_P102587	21	24125636	24125695	406	223
A_14_P102588	02	85045417	85045467	5422	2370
A_14_P102589	12	12393482	12393541	654	340
A_14_P102590	12	6444318	6444366	1685	705
A_14_P102591	22	48951839	48951885	685.5	377
A_14_P102592	11	8146447	8146506	542.5	353
A_14_P102593	12	73482351	73482410	231	132
A_14_P102595	11	65913682	65913741	368.5	239
A_14_P102596	19	17034780	17034839	747	408
A_14_P102597	15	62902977	62903024	762	378
A_14_P102598	07	128846799	128846858	465	251
A_14_P102599	16	46854207	46854266	240.5	165
A_14_P102600	12	7239062	7239121	904	382
A_14_P102601	01	193442747	193442806	692	391
A_14_P102602	11	133432187	133432246	350	209.5
A_14_P102603	01	43498143	43498200	1148	635
A_14_P102604	06	99390955	99391012	582	344
A_14_P102605	X	63232315	63232374	109	78
A_14_P102606	09	100419275	100419334	283.5	172
A_14_P102607	03	99858802	99858861	285	187
A_14_P102608	22	39940737	39940794	618	386
A_14_P102609	14	20997054	20997111	494	417
A_14_P102610	X	45528161	45528220	343	270
A_14_P102611	05	4863462	4863521	626.5	354.5
A_14_P102612	12	14844939	14844997	640	304
A_14_P102613	04	14192842	14192901	621	410
A_14_P102614	19	46637177	46637236	617.5	377.5
A_14_P102615	11	120251085	120251140	713	436
A_14_P102616	20	33484577	33484636	954	433
A_14_P102617	03	72476391	72476450	287	170
A_14_P102618	19	22045705	22045762	429	269
A_14_P102619	20	23369007	23369066	326	201
A_14_P102620	06	110230653	110230712	780	475
A_14_P102621	17	59821791	59821850	407	173.5
A_14_P102622	04	166357794	166357853	819.5	471.5
A_14_P102623	02	27504125	27504184	580	276
A_14_P102624	16	21039431	21039490	346.5	224.5
A_14_P102625	18	46578692	46578751	480	240
A_14_P102626	10	31755771	31755830	244.5	190.5
A_14_P102627	18	32901008	32901067	527	249
A_14_P102628	09	35097349	35097397	424	233
A_14_P102629	03	128958868	128958927	773	458
A_14_P102630	09	133833855	133833913	396.5	259.5
A_14_P102631	07	154205395	154205449	576.5	297
A_14_P102632	01	231965390	231965449	567	261
A_14_P102633	08	20100668	20100727	291	178
A_14_P102634	02	112493204	112493263	794	368
A_14_P102636	03	152634474	152634533	375	210.5
A_14_P102637	01	181050668	181050727	321	184
A_14_P102638	16	73880934	73880993	422	270
A_14_P102639	01	35475850	35475909	1455	671
A_14_P102641	10	22962284	22962343	268.5	194
A_14_P102642	02	55229	55281	418.5	244
A_14_P102644	19	2428626	2428677	1239	642
A_14_P102645	05	98142555	98142614	416.5	280
A_14_P102646	19	5868021	5868080	719	456
A_14_P102647	20	36202094	36202153	560	283
A_14_P102648	02	212314126	212314185	613	332
A_14_P102649	11	76454684	76454737	511	253
A_14_P102650	12	123338544	123338603	721	290.5
A_14_P102651	04	119383751	119383810	591	330
A_14_P102652	12	50676091	50676150	487	198.5
A_14_P102653	02	74910470	74910529	477	249.5
A_14_P102654	18	52264424	52264483	527.5	231
A_14_P102655	08	27528512	27528567	871.5	485.5
A_14_P102656	02	204065993	204066052	235.5	111.5
A_14_P102657	12	53097661	53097720	250.5	120
A_14_P102658	03	138273685	138273744	273.5	173
A_14_P102659	16	71517946	71518005	446	245
A_14_P102661	12	117053077	117053128	296.5	124
A_14_P102662	18	9528006	9528065	382	171
A_14_P102663	06	76369336	76369391	580	361
A_14_P102664	20	47269698	47269754	568	277.5
A_14_P102665	05	133994829	133994888	312	188
A_14_P102666	09	94667303	94667362	612.5	363.5
A_14_P102667	20	10957283	10957342	330	170
A_14_P102668	11	36266087	36266146	400.5	223.5
A_14_P102669	17	41236006	41236065	1269	524
A_14_P102670	03	135097597	135097651	284	168
A_14_P102671	10	31196597	31196656	721	562
A_14_P102672	11	29936357	29936416	592	343.5
A_14_P102673	18	55048786	55048845	527	244
A_14_P102674	12	15005797	15005856	298	147
A_14_P102675	11	69171136	69171187	527	346
A_14_P102676	02	3120749	3120808	1206	655
A_14_P102677	01	63041824	63041883	686.5	338
A_14_P102678	11	92564515	92564574	624.5	308.5
A_14_P102679	16	27360095	27360154	722.5	406.5
A_14_P102680	03	62693681	62693740	461	280
A_14_P102681	05	32810674	32810727	731	495
A_14_P102682	08	38140216	38140275	477	248
A_14_P102683	17	24894545	24894604	761	297
A_14_P102684	05	122509383	122509442	489	277
A_14_P102685	03	66434622	66434681	398	266
A_14_P102687	01	173926779	173926838	294	146
A_14_P102689	10	95206619	95206678	347	293
A_14_P102690	21	44112087	44112146	291	195
A_14_P102691	22	35804529	35804588	408	236
A_14_P102693	12	29285828	29285887	481	193
A_14_P102694	03	48692284	48692337	8650	11090.5
A_14_P102695	17	32887795	32887854	546	203
A_14_P102696	05	32299057	32299108	311	186
A_14_P102697	15	41451935	41451994	714.5	392
A_14_P102699	22	46765086	46765145	336	213
A_14_P102700	10	23031660	23031719	521.5	389.5
A_14_P102701	12	110523959	110524018	701	259.5
A_14_P102702	11	66527406	66527465	453	242
A_14_P102703	10	29349546	29349605	523	416
A_14_P102704	10	31857752	31857811	428.5	293
A_14_P102705	03	56821627	56821686	428	246
A_14_P102707	16	74191156	74191209	451	277.5
A_14_P102708	X	19664071	19664130	667	531
A_14_P102709	20	3001121	3001178	815	175
A_14_P102710	18	227585	227644	355	198
A_14_P102711	14	37129238	37129297	475	361
A_14_P102712	16	30013441	30013488	723.5	369.5
A_14_P102713	02	47712503	47712562	360	164
A_14_P102714	19	21809008	21809067	714	411
A_14_P102715	16	79219097	79219156	1193.5	724.5
A_14_P102716	12	888685	888744	529.5	215.5
A_14_P102717	14	50572245	50572304	583	423
A_14_P102718	17	31281582	31281635	870.5	353.5
A_14_P102719	07	73294100	73294159	709	358
A_14_P102720	03	126202614	126202673	383.5	217
A_14_P102721	13	99434673	99434732	194	118
A_14_P102722	X	92732305	92732364	565	406
